timestamp,cpu,mem,disk,error_rate
2026-07-21T01:00:00,25.1,41.1,37.0,0.027
2026-07-21T02:00:00,33.3,53.7,36.5,0.028
2026-07-21T03:00:00,31.3,41.0,36.9,0.024
2026-07-21T04:00:00,32.0,42.0,37.4,0.038
2026-07-21T05:00:00,22.8,34.4,37.7,0.028
2026-07-21T06:00:00,16.1,43.4,38.5,0.013
2026-07-21T07:00:00,14.7,45.6,36.9,0.021
2026-07-21T08:00:00,23.6,45.7,36.6,0.008
2026-07-21T09:00:00,54.4,47.8,38.4,0.002
2026-07-21T10:00:00,82.1,60.2,37.1,0.064
2026-07-21T11:00:00,75.3,67.8,35.3,0.083
2026-07-21T12:00:00,81.9,69.6,37.7,0.08
2026-07-21T13:00:00,74.8,67.2,37.8,0.082
2026-07-21T14:00:00,92.1,68.3,37.9,0.076
2026-07-21T15:00:00,41.7,41.8,38.4,0.008
2026-07-21T16:00:00,42.8,53.1,37.0,0.029
2026-07-21T17:00:00,39.0,51.0,37.6,0.013
2026-07-21T18:00:00,36.6,39.5,37.2,0.019
2026-07-21T19:00:00,34.0,38.9,37.9,0.022
2026-07-21T20:00:00,21.3,40.9,36.9,0.024
2026-07-21T21:00:00,35.8,52.6,38.3,0.012
2026-07-21T22:00:00,37.8,25.9,36.8,0.029
2026-07-21T23:00:00,17.2,39.6,36.6,0.022
2026-07-22T00:00:00,42.2,44.2,37.8,0.042
2026-07-22T01:00:00,23.7,35.2,37.7,0.019
2026-07-22T02:00:00,28.8,34.3,37.8,0.013
2026-07-22T03:00:00,10.8,36.2,37.6,0.027
2026-07-22T04:00:00,39.5,52.0,36.3,0.004
2026-07-22T05:00:00,34.5,36.8,37.8,0.021
2026-07-22T06:00:00,17.9,39.8,37.5,0.005
2026-07-22T07:00:00,32.6,46.9,36.4,0.018
2026-07-22T08:00:00,27.8,41.9,37.6,0.022
2026-07-22T09:00:00,57.3,43.9,36.0,0.003
2026-07-22T10:00:00,39.4,42.5,37.3,0.042
2026-07-22T11:00:00,55.9,46.2,35.9,0.032
2026-07-22T12:00:00,52.4,61.0,37.7,0.036
2026-07-22T13:00:00,32.7,43.4,37.9,0.019
2026-07-22T14:00:00,54.9,35.8,37.0,0.021
2026-07-22T15:00:00,46.7,49.1,36.9,0.037
2026-07-22T16:00:00,40.8,50.5,36.8,0.018
2026-07-22T17:00:00,48.3,46.1,37.2,0.029
2026-07-22T18:00:00,29.5,40.4,36.5,0.01
2026-07-22T19:00:00,26.8,44.5,36.4,0.006
2026-07-22T20:00:00,25.5,32.9,36.2,0.007
2026-07-22T21:00:00,21.4,43.1,37.5,0.032
2026-07-22T22:00:00,19.4,51.8,37.6,0.018
2026-07-22T23:00:00,35.1,46.1,37.5,0.011
2026-07-23T00:00:00,34.9,40.1,35.5,0.02
2026-07-23T01:00:00,28.5,47.2,37.4,0.035
2026-07-23T02:00:00,96.1,75.9,39.5,0.402
2026-07-23T03:00:00,85.9,76.3,37.4,0.302
2026-07-23T04:00:00,81.8,80.7,36.7,0.616
2026-07-23T05:00:00,86.3,85.0,35.7,0.605
2026-07-23T06:00:00,93.2,75.8,37.9,0.341
2026-07-23T07:00:00,28.5,42.8,36.6,0.02
2026-07-23T08:00:00,32.9,43.5,36.8,0.007
2026-07-23T09:00:00,53.9,47.9,36.3,0.027
2026-07-23T10:00:00,29.6,49.6,37.4,0.017
2026-07-23T11:00:00,59.2,47.4,36.2,0.03
2026-07-23T12:00:00,45.6,44.3,37.2,0.034
2026-07-23T13:00:00,53.0,52.8,37.0,0.009
2026-07-23T14:00:00,39.5,56.6,37.4,0.042
2026-07-23T15:00:00,60.6,54.4,38.6,0.027
2026-07-23T16:00:00,50.0,52.7,37.3,0.019
2026-07-23T17:00:00,53.0,51.4,37.8,0.038
2026-07-23T18:00:00,35.9,39.6,37.0,0.023
2026-07-23T19:00:00,25.4,48.3,37.3,0.01
2026-07-23T20:00:00,27.9,40.1,37.4,0.023
2026-07-23T21:00:00,29.6,35.7,36.4,0.022
2026-07-23T22:00:00,25.8,42.1,38.3,0.019
2026-07-23T23:00:00,29.3,37.4,37.1,0.029
2026-07-24T00:00:00,30.1,32.4,38.0,0.039
2026-07-24T01:00:00,17.9,40.9,35.5,0.02
2026-07-24T02:00:00,13.6,51.8,37.6,0.002
2026-07-24T03:00:00,25.6,38.5,37.8,0.016
2026-07-24T04:00:00,15.6,44.2,38.2,0.032
2026-07-24T05:00:00,25.6,35.2,36.4,0.001
2026-07-24T06:00:00,32.5,37.3,36.4,0.008
2026-07-24T07:00:00,26.2,43.7,36.0,0.038
2026-07-24T08:00:00,31.3,40.7,36.0,0.004
2026-07-24T09:00:00,45.7,43.5,37.4,0.024
2026-07-24T10:00:00,49.6,49.3,36.5,0.009
2026-07-24T11:00:00,47.6,44.0,36.7,0.018
2026-07-24T12:00:00,49.2,51.1,36.5,0.029
2026-07-24T13:00:00,45.0,47.1,36.6,0.021
2026-07-24T14:00:00,44.5,51.2,35.1,0.001
2026-07-24T15:00:00,46.6,53.9,36.1,0.014
2026-07-24T16:00:00,40.6,48.5,36.6,0.019
2026-07-24T17:00:00,33.7,44.9,35.6,0.02
2026-07-24T18:00:00,31.1,38.1,37.2,0.005
2026-07-24T19:00:00,30.5,39.3,38.1,0.029
2026-07-24T20:00:00,19.7,46.4,35.5,0.012
2026-07-24T21:00:00,23.3,52.6,39.6,0.022
2026-07-24T22:00:00,31.4,42.0,37.7,0.017
2026-07-24T23:00:00,24.3,45.9,39.6,0.014
2026-07-25T00:00:00,11.8,42.7,35.6,0.028
2026-07-25T01:00:00,27.6,32.5,37.3,0.026
2026-07-25T02:00:00,9.1,35.7,39.4,0.023
2026-07-25T03:00:00,6.8,37.3,38.0,0.026
2026-07-25T04:00:00,24.3,37.4,39.8,0.021
2026-07-25T05:00:00,15.2,47.6,37.2,0.015
2026-07-25T06:00:00,20.7,49.7,36.8,0.015
2026-07-25T07:00:00,23.0,46.9,37.2,0.01
2026-07-25T08:00:00,30.6,35.6,36.9,0.018
2026-07-25T09:00:00,50.1,49.4,35.9,0.023
2026-07-25T10:00:00,40.8,43.5,37.3,0.023
2026-07-25T11:00:00,32.6,49.1,37.7,0.011
2026-07-25T12:00:00,37.0,52.0,39.0,0.016
2026-07-25T13:00:00,29.2,41.5,38.0,0.035
2026-07-25T14:00:00,21.4,45.8,36.4,0.028
2026-07-25T15:00:00,36.4,52.4,38.8,0.003
2026-07-25T16:00:00,38.1,51.2,34.8,0.018
2026-07-25T17:00:00,41.5,55.6,38.1,0.016
2026-07-25T18:00:00,21.4,39.6,38.3,0.026
2026-07-25T19:00:00,26.8,35.6,36.5,0.022
2026-07-25T20:00:00,23.6,37.6,38.8,0.021
2026-07-25T21:00:00,30.6,46.0,37.4,0.016
2026-07-25T22:00:00,26.9,37.8,37.8,0.025
2026-07-25T23:00:00,6.4,41.1,37.7,0.001
2026-07-26T00:00:00,33.4,43.5,39.4,0.012
2026-07-26T01:00:00,21.1,42.1,36.9,0.021
2026-07-26T02:00:00,14.6,36.4,37.6,0.015
2026-07-26T03:00:00,17.1,42.3,38.4,0.028
2026-07-26T04:00:00,25.6,36.3,37.4,0.019
2026-07-26T05:00:00,18.9,38.6,38.7,0.019
2026-07-26T06:00:00,16.2,43.7,35.3,0.014
2026-07-26T07:00:00,28.5,45.0,36.9,0.025
2026-07-26T08:00:00,16.6,50.5,35.4,0.007
2026-07-26T09:00:00,47.8,46.2,36.4,0.021
2026-07-26T10:00:00,71.0,78.4,36.5,0.079
2026-07-26T11:00:00,77.9,69.2,37.3,0.068
2026-07-26T12:00:00,56.3,74.4,37.9,0.087
2026-07-26T13:00:00,66.9,70.2,36.3,0.079
2026-07-26T14:00:00,62.0,65.6,37.0,0.083
2026-07-26T15:00:00,41.3,49.6,36.0,0.025
2026-07-26T16:00:00,28.9,47.1,38.5,0.013
2026-07-26T17:00:00,46.5,53.7,37.3,0.027
2026-07-26T18:00:00,17.7,40.1,37.4,0.021
2026-07-26T19:00:00,16.5,47.1,40.3,0.03
2026-07-26T20:00:00,25.6,48.3,36.6,0.026
2026-07-26T21:00:00,24.8,44.0,37.7,0.02
2026-07-26T22:00:00,18.7,49.1,38.1,0.023
2026-07-26T23:00:00,19.4,35.3,38.6,0.002
2026-07-27T00:00:00,27.1,44.6,38.2,0.009
2026-07-27T01:00:00,33.9,37.6,38.3,0.013
2026-07-27T02:00:00,33.6,45.7,38.7,0.029
2026-07-27T03:00:00,44.0,41.2,38.5,0.019
2026-07-27T04:00:00,22.6,33.1,38.2,0.031
2026-07-27T05:00:00,27.8,43.7,36.6,0.021
2026-07-27T06:00:00,28.7,42.1,39.2,0.032
2026-07-27T07:00:00,31.2,45.2,37.1,0.036
2026-07-27T08:00:00,33.6,44.1,37.0,0.009
2026-07-27T09:00:00,51.4,42.6,36.7,0.014
2026-07-27T10:00:00,54.1,48.3,37.7,0.014
2026-07-27T11:00:00,45.2,42.3,37.9,0.02
2026-07-27T12:00:00,45.6,50.3,37.4,0.02
2026-07-27T13:00:00,35.5,46.5,37.0,0.022
2026-07-27T14:00:00,38.5,53.1,34.6,0.014
2026-07-27T15:00:00,54.0,47.7,36.7,0.022
2026-07-27T16:00:00,33.6,48.7,37.6,0.021
2026-07-27T17:00:00,41.7,45.0,38.0,0.005
2026-07-27T18:00:00,27.6,41.1,38.4,0.02
2026-07-27T19:00:00,47.9,34.6,36.4,0.031
2026-07-27T20:00:00,25.9,40.2,36.8,0.016
2026-07-27T21:00:00,20.3,34.1,38.0,0.013
2026-07-27T22:00:00,20.2,33.8,37.8,0.02
2026-07-27T23:00:00,33.7,40.9,38.3,0.028
2026-07-28T00:00:00,16.3,39.8,36.6,0.019
2026-07-28T01:00:00,34.0,48.6,37.8,0.021
2026-07-28T02:00:00,31.9,45.6,37.6,0.022
2026-07-28T03:00:00,40.0,47.5,39.0,0.025
2026-07-28T04:00:00,31.8,44.8,38.2,0.016
2026-07-28T05:00:00,37.5,38.7,38.9,0.02
2026-07-28T06:00:00,34.8,40.6,36.8,0.003
2026-07-28T07:00:00,18.8,38.7,37.7,0.008
2026-07-28T08:00:00,35.8,41.7,38.9,0.025
2026-07-28T09:00:00,52.8,48.2,36.7,0.014
2026-07-28T10:00:00,37.4,47.3,38.4,0.024
2026-07-28T11:00:00,35.9,47.7,37.2,0.028
2026-07-28T12:00:00,33.1,55.5,38.2,0.033
2026-07-28T13:00:00,48.0,42.7,37.6,0.034
2026-07-28T14:00:00,24.5,45.8,38.1,0.01
2026-07-28T15:00:00,46.1,54.1,39.1,0.01
2026-07-28T16:00:00,41.0,43.8,37.6,0.001
2026-07-28T17:00:00,37.9,46.9,37.5,0.024
2026-07-28T18:00:00,32.6,40.1,38.1,0.009
2026-07-28T19:00:00,19.8,46.2,36.6,0.019
2026-07-28T20:00:00,31.5,38.3,37.2,0.001
2026-07-28T21:00:00,35.6,41.7,37.7,0.026
2026-07-28T22:00:00,30.0,38.8,37.2,0.025
2026-07-28T23:00:00,25.4,40.2,37.6,0.035
2026-07-29T00:00:00,32.0,39.3,38.6,0.027
2026-07-29T01:00:00,17.9,39.7,37.5,0.023
2026-07-29T02:00:00,23.7,41.5,38.2,0.017
2026-07-29T03:00:00,21.3,46.7,37.6,0.026
2026-07-29T04:00:00,31.0,39.8,37.9,0.011
2026-07-29T05:00:00,37.5,48.8,38.5,0.039
2026-07-29T06:00:00,24.2,36.1,39.1,0.013
2026-07-29T07:00:00,26.3,39.5,37.2,0.004
2026-07-29T08:00:00,32.2,49.1,35.9,0.007
2026-07-29T09:00:00,40.3,58.7,37.7,0.023
2026-07-29T10:00:00,41.8,49.7,38.2,0.029
2026-07-29T11:00:00,42.7,52.3,36.8,0.014
2026-07-29T12:00:00,49.5,51.2,36.4,0.014
2026-07-29T13:00:00,51.4,47.0,38.0,0.033
2026-07-29T14:00:00,41.1,42.6,39.3,0.023
2026-07-29T15:00:00,28.7,54.2,37.2,0.001
2026-07-29T16:00:00,40.6,48.9,36.8,0.015
2026-07-29T17:00:00,53.1,47.3,36.9,0.028
2026-07-29T18:00:00,26.6,41.3,37.3,0.011
2026-07-29T19:00:00,32.2,46.9,37.8,0.01
2026-07-29T20:00:00,21.1,40.3,36.9,0.017
2026-07-29T21:00:00,19.1,46.7,38.6,0.026
2026-07-29T22:00:00,25.0,44.8,38.6,0.018
2026-07-29T23:00:00,32.5,46.5,37.4,0.001
2026-07-30T00:00:00,29.0,43.7,38.3,0.032
2026-07-30T01:00:00,29.7,35.8,37.8,0.015
2026-07-30T02:00:00,44.7,37.5,38.4,0.021
2026-07-30T03:00:00,28.5,34.5,39.5,0.021
2026-07-30T04:00:00,24.6,39.1,36.6,0.014
2026-07-30T05:00:00,21.4,37.0,36.4,0.001
2026-07-30T06:00:00,30.0,40.1,36.3,0.009
2026-07-30T07:00:00,37.2,48.4,39.9,0.007
2026-07-30T08:00:00,35.8,47.2,37.5,0.015
2026-07-30T09:00:00,46.3,50.1,39.2,0.015
2026-07-30T10:00:00,37.3,60.2,37.3,0.009
2026-07-30T11:00:00,37.1,52.0,38.5,0.026
2026-07-30T12:00:00,39.2,51.1,38.6,0.034
2026-07-30T13:00:00,44.3,62.4,37.4,0.011
2026-07-30T14:00:00,42.1,51.5,37.6,0.019
2026-07-30T15:00:00,31.9,59.1,39.0,0.01
2026-07-30T16:00:00,46.6,49.7,37.3,0.031
2026-07-30T17:00:00,52.6,42.8,37.4,0.013
2026-07-30T18:00:00,38.6,43.0,37.8,0.02
2026-07-30T19:00:00,26.6,46.0,39.5,0.024
2026-07-30T20:00:00,37.6,48.0,38.8,0.035
2026-07-30T21:00:00,35.8,39.1,37.6,0.032
2026-07-30T22:00:00,28.1,40.6,38.3,0.013
2026-07-30T23:00:00,26.5,48.8,37.6,0.032
